original,semantic,context
"{'id': 'SP-151', 'question': ""Why can't a woman, who is now living in Canada, not be buried in the USA?"", 'answer': 'Because she is still alive.', 'label': 1, 'choices': [""Because she didn't have a visa."", 'Because she is still alive.', 'Because the price is high and unaffordable.', 'None of above.'], 'choice_order': [1, 0, 2, 3]}","{'id': 'SP-151_SR', 'question': ""Why can't a lady who lives in Canada be buried in the United States?"", 'answer': 'Because she is still alive.', 'label': 0, 'choices': ['Because she is still alive.', 'Because the price is high and unaffordable.', ""Because she didn't have a visa."", 'None of above.'], 'choice_order': [0, 2, 1, 3]}","{'id': 'SP-151_CR', 'question': ""Why can't you go to gym everyday, but still can't do a marathon in New York."", 'answer': ""Since you're not in new york to do the marathon"", 'label': 1, 'choices': ['You will need government permission to do marathon in New York.', ""Since you're not in new york to do the marathon"", 'The marathon in New York is expensive and unaffordable.', 'None of above.'], 'choice_order': [2, 0, 1, 3]}"
"{'id': 'SP-152', 'question': ""A man grabbed a woman's ring and pulled on it, then dropped it. How did this save her life?"", 'answer': 'They were skydiving, and she was unconscious. ', 'label': 2, 'choices': [""The ring is too heavy that limited woman's daily life."", 'The woman was crazy about her ring and lose the tenet of her own life.', 'They were skydiving, and she was unconscious. ', 'None of above.'], 'choice_order': [2, 1, 0, 3]}","{'id': 'SP-152_SR', 'question': ""A guy grabbed and yanked on a woman's ring before dropping it. What happened to save her life?"", 'answer': 'They were skydiving, and she was unconscious. ', 'label': 2, 'choices': ['The woman was crazy about her ring and lose the tenet of her own life.', ""The ring is too heavy that limited woman's daily life."", 'They were skydiving, and she was unconscious. ', 'None of above.'], 'choice_order': [1, 2, 0, 3]}","{'id': 'SP-152_CR', 'question': ""A man took several shots heavily and even fell down from the hit, but he still survived. How's that possible?"", 'answer': 'They were whiskey shots.', 'label': 0, 'choices': ['They were whiskey shots.', 'The man is strong enough.', 'The man has a strong ability to heal himself.', 'None of above.'], 'choice_order': [0, 1, 2, 3]}"
"{'id': 'SP-153', 'question': ""Two women and two doctors walk into an ice cream parlor. They each order an ice cream cone. When their ice cream come, there is only 1 strawberry,1 chocolate and 1 vanilla. How come they didn't complain?"", 'answer': 'One of the women was a doctor.', 'label': 0, 'choices': ['One of the women was a doctor.', ""The ice creams are big enough for more than one people, so the shop think they won't complain."", ""One of them is kind and didn't complain even though the shop forgets hers."", 'None of above.'], 'choice_order': [0, 2, 1, 3]}","{'id': 'SP-153_SR', 'question': ""Two women and two doctors enter an ice cream shop. Each of them orders an ice cream cone. When their ice cream arrives, there is just one strawberry, one chocolate, and one vanilla flavor. Why didn't they complain?"", 'answer': 'One of the women was a doctor.', 'label': 0, 'choices': ['One of the women was a doctor.', 'The ice creams are big enough for more than one people.', ""One of them is kind and didn't complain even though the shop forgets hers."", 'None of above.'], 'choice_order': [0, 2, 1, 3]}","{'id': 'SP-153_CR', 'question': ""They were eight students, taking an exam with nobody else inside the room. when the time was up, they were only 7 taken tests. How's that possible? "", 'answer': 'One of the students was a examiner', 'label': 2, 'choices': ['One student handed in a blank paper.', 'Two students had the same answer, so they just handed in one paper.', 'One of the students was a examiner', 'None of above.'], 'choice_order': [2, 1, 0, 3]}"
"{'id': 'SP-154', 'question': 'There are 50 horses and 50 kings riding along an old dirt road. They came to a peach tree with 50 reaches. Each took one, yet there were still 49 left. How is this possible?', 'answer': ""Each is the name of one of the kings and he's the only one that took one."", 'label': 2, 'choices': ['The peach tree grew new peaches when the kings were taking.', 'Several kings refused to take peach as the action is implite.', ""Each is the name of one of the kings and he's the only one that took one."", 'None of above.'], 'choice_order': [2, 1, 0, 3]}","{'id': 'SP-154_SR', 'question': 'Along an old dirt road, 50 kings are mounted on 50 horses. They arrived at a 50-reach peach tree. Each\xa0took one, there were still 49. How is that even possible?', 'answer': ""Each is the name of one of the kings and he's the only one that took one."", 'label': 2, 'choices': ['The peach tree grew new peaches when the kings were taking.', 'Several kings refused to take peach as the action was implite.', ""Each is the name of one of the kings and he's the only one that took one."", 'None of above.'], 'choice_order': [2, 1, 0, 3]}","{'id': 'SP-154_CR', 'question': 'In an ancient village, 30 warriors are equipped with 30 spears. They encountered a stash of 30 golden coins. Each took one, and yet there were still 29 left. How could this be possible?', 'answer': ""Each is the name of one of the warriors, and he's the only one who took a coin."", 'label': 0, 'choices': [""Each is the name of one of the warriors, and he's the only one who took a coin."", 'Several warriors refused to take golden coins as the action was implite.', 'Some warriors sold their spears to exchange new golden coins.', 'None of above.'], 'choice_order': [0, 1, 2, 3]}"
"{'id': 'SP-155', 'question': 'Fred is listening to the radio when it suddenly stops playing. Nobody is with Fred and nobody touches the radio. A few seconds later, the radio resumes playing. How can this be?', 'answer': 'Fred was driving his car through a tunnel.', 'label': 2, 'choices': ['The car required more electricity to speed up so the radio was cut off.', 'All electricity on the earth is cut down.', 'Fred was driving his car through a tunnel.', 'None of above.'], 'choice_order': [1, 2, 0, 3]}","{'id': 'SP-155_SR', 'question': 'When the radio abruptly stops playing, Fred is still listening to it. Fred is alone, and no one plays with the radio. After a brief pause, the radio starts up again. How is this possible?', 'answer': 'Fred was driving his car through a tunnel.', 'label': 1, 'choices': ['All electricity on the earth is cut down.', 'Fred was driving his car through a tunnel.', 'The car required more electricity to speed up so the radio was cut off.', 'None of above.'], 'choice_order': [2, 0, 1, 3]}","{'id': 'SP-155_CR', 'question': 'Linda is enjoying a music track on her headphones in flight when the music abruptly stops. No one is around Linda and nobody touches her headphones. A moment later, the music starts playing again. How can this be?', 'answer': 'Linda was on an airplane that just went through turbulence and the interference caused the temporary interruption.', 'label': 1, 'choices': ['The airplane required more electricity to speed up so the radio was cut off.', 'Linda was on an airplane that just went through turbulence and the interference caused the temporary interruption.', 'All electricity on the earth is cut down.', 'None of above.'], 'choice_order': [1, 0, 2, 3]}"
"{'id': 'SP-156', 'question': ""You go to the doctor because you're ill and he prescribed you with 3 pills and tells you to take them every half hour.\nHow long do the pills last you?"", 'answer': 'An hour.', 'label': 1, 'choices': ['One and a half hours.', 'An hour.', 'Two hours.', 'None of above.'], 'choice_order': [2, 0, 1, 3]}","{'id': 'SP-156_SR', 'question': ""You go to the doctor because you're sick, and he gives you three medicines to take every half hour.\nHow long do the drugs keep you going?"", 'answer': 'An hour.', 'label': 0, 'choices': ['An hour.', 'One and a half hours.', 'Two hours.', 'None of above.'], 'choice_order': [0, 2, 1, 3]}","{'id': 'SP-156_CR', 'question': 'A driver is told to make a stop every half an hour for the engine to cool down, for five times. How long do the stops take ?', 'answer': 'Two hours.', 'label': 0, 'choices': ['Two hours.', 'Three hours.', 'Two and a half hours.', 'None of above.'], 'choice_order': [0, 2, 1, 3]}"
"{'id': 'SP-157', 'question': ""In a certain city, 5% of all the persons in town have unlisted phone numbers. If you select 100 names at random from that city's phone directory, how many people selected will have unlisted phone numbers?"", 'answer': 'None of above.', 'label': 3, 'choices': ['Ninty-five people.', 'One hundred people.', 'Five people.', 'None of above.'], 'choice_order': [2, 3, 1, 0]}","{'id': 'SP-157_SR', 'question': ""In one city, 5% of the population has an unlisted phone number. How many persons will have unlisted phone numbers if you pick 100 names at random from that city's phone directory?"", 'answer': 'None of above.', 'label': 3, 'choices': ['One hundred people.', 'Five people.', 'Ninty-five people.', 'None of above.'], 'choice_order': [3, 1, 2, 0]}","{'id': 'SP-157_CR', 'question': 'In a city, there are so many criminals that police cannot catch all of them and fit them in their prisons. This number is approximately 10% of the population of the city but no names are available. To start catching the rest of the criminals poilce starts checking the list of criminals they have in the prisons namebook with 200 names, and go out searching for the rest wandering in the city. How many can they find?', 'answer': 'None of above.', 'label': 3, 'choices': ['Eighty people.', 'Two hundred people.', 'Twenty people.', 'None of above.'], 'choice_order': [2, 3, 1, 0]}"
"{'id': 'SP-158', 'question': 'A professional fisherman caught 30 fish during a 5-day tournament. Each day, he caught three more fish than the day before. How many fish did the fisherman catch on the first day?', 'answer': 'None of above.', 'label': 3, 'choices': ['Three.', 'Two.', 'One.', 'None of above.'], 'choice_order': [1, 3, 2, 0]}","{'id': 'SP-158_SR', 'question': 'During a 5-day competition, a professional fisherman caught 30 fish. He caught three more fish each day than the day before. On the first day, how many fish did the fisherman catch?', 'answer': 'None of above.', 'label': 3, 'choices': ['Two.', 'One.', 'Three.', 'None of above.'], 'choice_order': [3, 2, 1, 0]}","{'id': 'SP-158_CR', 'question': 'In a 5-day marathon, a professional runner seven 70 kilometers. Each day, he ran two kilometers more than the previous day. How many kilometers did the runner run on the first day?', 'answer': 'None of above.', 'label': 3, 'choices': ['Six.', 'Five.', 'Seven.', 'None of above.'], 'choice_order': [2, 1, 3, 0]}"
"{'id': 'SP-159', 'question': 'A man is discovered dead sitting at his desk, alone in the locked office.  He did not commit suicide and there was no weapons in the room. The only clue is a sealed envelope on the desk in front of him.\nHow did he die?', 'answer': 'The envelope glue was poisoned and when the man linked the envelope to seal it, he died.', 'label': 1, 'choices': ['The man got cut mistakenly by the envelope.', 'The envelope glue was poisoned and when the man linked the envelope to seal it, he died.', ""The man died from a severe allergic reaction to the envelope's paper. "", 'None of above.'], 'choice_order': [2, 0, 1, 3]}","{'id': 'SP-159_SR', 'question': 'A guy is found dead at his desk, alone in the closed office.  He did not commit himself, and no weapons were found in the room. A sealed envelope on the desk in front of him is the sole clue.\nHow did he pass away?', 'answer': 'The envelope glue was poisoned and when the man linked the envelope to seal it, he died.', 'label': 1, 'choices': [""The man died from a severe allergic reaction to the envelope's paper. "", 'The envelope glue was poisoned and when the man linked the envelope to seal it, he died.', 'The man got cut mistakenly by the envelope.', 'None of above.'], 'choice_order': [1, 0, 2, 3]}","{'id': 'SP-159_CR', 'question': ""Two men are found dead in their house, however there is no sign of one of them killing the other one, neither the sign of any other intruders. How's that possible?"", 'answer': 'They both comitted suiside.', 'label': 0, 'choices': ['They both comitted suiside.', 'They were frightened to death by the sound of thunder and lightning.', ""They're twins, and their genes let them die together."", 'None of above.'], 'choice_order': [0, 1, 2, 3]}"
"{'id': 'SP-160', 'question': 'What question can never be answered with a Yes?', 'answer': 'Are you asleep?', 'label': 2, 'choices': ['Can you give me your phone number?', 'Can you give me your name?', 'Are you asleep?', 'None of above.'], 'choice_order': [2, 1, 0, 3]}","{'id': 'SP-160_SR', 'question': 'What question can never have a Yes answer?', 'answer': 'Are you asleep?', 'label': 2, 'choices': ['Can you give me your name?', 'Can you give me your phone number?', 'Are you asleep?', 'None of above.'], 'choice_order': [1, 2, 0, 3]}","{'id': 'SP-160_CR', 'question': 'What question can never be answered with a ""no""?', 'answer': 'Are you awake?', 'label': 0, 'choices': ['Are you awake?', 'Can you give me your name?', 'Can you give me your phone number?', 'None of above.'], 'choice_order': [0, 1, 2, 3]}"
"{'id': 'SP-161', 'question': ""You're in a room and there is a ghost in the room, but you're the only one in the room. How is this possible?"", 'answer': ""You're the ghost."", 'label': 1, 'choices': ['The ghost is standing on your head.', ""You're the ghost."", 'The ghost is always standing behind you.', 'None of above.'], 'choice_order': [1, 0, 2, 3]}","{'id': 'SP-161_SR', 'question': 'You are in a room with a ghost, but you are the only one in the room. What makes this possible?', 'answer': ""You're the ghost."", 'label': 2, 'choices': ['The ghost is always standing behind you.', 'The ghost is standing on your head.', ""You're the ghost."", 'None of above.'], 'choice_order': [2, 1, 0, 3]}","{'id': 'SP-161_CR', 'question': ""There is a young woman in her room thinking about her dreams. There is also another dancer in the room that is dancing in her best dress. However, only the young woman can see the dancer. How's that possible?"", 'answer': 'The young woman is seeing herself in a couple of years becoming a dancer', 'label': 2, 'choices': ['The dancer is always dancing in front of the woman.', 'Only the woman pays attention on the dancer.', 'The young woman is seeing herself in a couple of years becoming a dancer', 'None of above.'], 'choice_order': [1, 2, 0, 3]}"
"{'id': 'SP-162', 'question': 'How many gold coins can a leprechaun throw in an empty pot?', 'answer': 'One. After that, it no longer empty.', 'label': 2, 'choices': ['It based on the size of the pot.', 'Infinite number of gold coins.', 'One. After that, it no longer empty.', 'None of above.'], 'choice_order': [1, 2, 0, 3]}","{'id': 'SP-162_SR', 'question': 'What is the maximum number of gold coins a leprechaun can toss into an empty pot?', 'answer': 'One. After that, it no longer empty.', 'label': 1, 'choices': ['Infinite number of gold coins.', 'One. After that, it no longer empty.', 'It based on the size of the pot.', 'None of above.'], 'choice_order': [2, 0, 1, 3]}","{'id': 'SP-162_CR', 'question': 'There were 10 pigeons sitting in a row. A tiger came and caught one of them and ate it. How many pigeons are left for the tiger to eat?', 'answer': 'None of above.', 'label': 3, 'choices': ['Ten.', 'Nine.', 'One.', 'None of above.'], 'choice_order': [2, 3, 1, 0]}"
"{'id': 'SP-163', 'question': 'Thomas was caught stealing 27 times in one year, yet he was never arrested. How come?', 'answer': 'Thomas was a baseball player and was stealing bases.', 'label': 1, 'choices': ['All person stolen are rich and kindess.', 'Thomas was a baseball player and was stealing bases.', 'Stealing is not a serious crime.', 'None of above.'], 'choice_order': [2, 0, 1, 3]}","{'id': 'SP-163_SR', 'question': 'Despite being caught stealing 27 times in one year, Thomas was never arrested. Why is this so?', 'answer': 'Thomas was a baseball player and was stealing bases.', 'label': 2, 'choices': ['Stealing is not a serious crime.', 'All person stolen are rich and kindess.', 'Thomas was a baseball player and was stealing bases.', 'None of above.'], 'choice_order': [1, 2, 0, 3]}","{'id': 'SP-163_CR', 'question': ""There was a guy who was really good at intercepting, however, each time he was caught intercepting, he wasn't being sent to jail. How's that possible?"", 'answer': 'He was intercepting the ball in football and there was no warning for that', 'label': 0, 'choices': ['He was intercepting the ball in football and there was no warning for that', 'Intercepting is not a serious crime.', 'All person intercepted are rich and kindess.', 'None of above.'], 'choice_order': [0, 1, 2, 3]}"
"{'id': 'SP-164', 'question': 'Not a single parent objected when the teacher spanked every child in the class. How come?', 'answer': 'The teacher was in an orphanage school.', 'label': 1, 'choices': ['The teacher had informed all the children in advance about the unique disciplinary approach.', 'The teacher was in an orphanage school.', 'The teacher had informed all the parents in advance about the unique disciplinary approach.', 'None of above.'], 'choice_order': [2, 0, 1, 3]}","{'id': 'SP-164_SR', 'question': 'When the instructor spanked every child in the class, not a single parent protested. Why is this so?', 'answer': 'The teacher was in an orphanage school.', 'label': 1, 'choices': ['The teacher had informed all the children in advance about the unique disciplinary approach.', 'The teacher was in an orphanage school.', 'The teacher had informed all the parents in advance about the unique disciplinary approach.', 'None of above.'], 'choice_order': [2, 0, 1, 3]}","{'id': 'SP-164_CR', 'question': ""Mark was in the kitchen cooking everyday and yet he wasn't getting paid. He had to buy all the ingredients and everything himself as well. why?"", 'answer': 'He was a chef and a dad at the same time. when he was home, nobody was paying him to cook', 'label': 0, 'choices': ['He was a chef and a dad at the same time. when he was home, nobody was paying him to cook', 'He wanted to research new creations.', 'He was so bad at cooking so the boss was unwilling to pay him.', 'None of above.'], 'choice_order': [0, 2, 1, 3]}"
"{'id': 'SP-165', 'question': 'Cleopatra and Anthony were near a fish bowl and somehow they died. What happened?', 'answer': ""Cleopatra and Anthony were fish and they can't survive without water."", 'label': 0, 'choices': [""Cleopatra and Anthony were fish and they can't survive without water."", 'Cleopatra and Anthony got attacked by the fish in the bowl.', 'Cleopatra and Anthony drowned in the fishbowl', 'None of above.'], 'choice_order': [0, 1, 2, 3]}","{'id': 'SP-165_SR', 'question': 'Cleopatra and Anthony perished after being near a fish tank. What occurred?', 'answer': ""Cleopatra and Anthony were fish and they can't survive without water."", 'label': 1, 'choices': ['Cleopatra and Anthony got attacked by the fish in the bowl.', ""Cleopatra and Anthony were fish and they can't survive without water."", 'Cleopatra and Anthony drowned in the fishbowl', 'None of above.'], 'choice_order': [1, 0, 2, 3]}","{'id': 'SP-165_CR', 'question': ""Two chickens were passing by a really hungry tiger. Tiger however, saw them but couldn't reach them. What happened?"", 'answer': 'The tiger was in the zoo', 'label': 1, 'choices': ['The chickens smell too bad for the hunger tiger to approach.', 'The tiger was in the zoo', ""Tigers usually don't eat chicken in the natural. "", 'None of above.'], 'choice_order': [1, 0, 2, 3]}"
"{'id': 'SP-166', 'question': 'A man has 9 children. Half of them are boys. How is this possible?', 'answer': 'They are all boys.', 'label': 0, 'choices': ['They are all boys.', 'A man raises his children in both boy way and girl way.', 'One child is regarded as both boy and girl same time.', 'None of above.'], 'choice_order': [0, 1, 2, 3]}","{'id': 'SP-166_SR', 'question': 'A man has nine kids. Males make up half of them. How is that even possible?', 'answer': 'They are all boys.', 'label': 1, 'choices': ['One child is regarded as both boy and girl same time.', 'They are all boys.', 'A man raises his children in both boy way and girl way.', 'None of above.'], 'choice_order': [2, 0, 1, 3]}","{'id': 'SP-166_CR', 'question': 'A farmer has 11 sheep. Half of them are white. How is this possible?', 'answer': 'They are all white.', 'label': 1, 'choices': ['A famer raises his sheep in both white way and another way.', 'They are all white.', 'One sheep is regarded as both white and other colors same time.', 'None of above.'], 'choice_order': [1, 0, 2, 3]}"
"{'id': 'SP-167', 'question': 'There is a bomb on top of a computer. Around the computer there is a phone, a hairbrush, keys and a cup. When the explosion comes which item is destroyed first?', 'answer': 'None of above.', 'label': 3, 'choices': ['The hairbush.', 'The cup.', 'The phone.', 'None of above.'], 'choice_order': [2, 3, 1, 0]}","{'id': 'SP-167_SR', 'question': 'A PC has a bomb on top of it. A phone, a comb, keys, and a cup are arranged around the computer. Which object is destroyed first when the explosion occurs?', 'answer': 'None of above.', 'label': 3, 'choices': ['The hairbush.', 'The cup.', 'The phone.', 'None of above.'], 'choice_order': [2, 3, 1, 0]}","{'id': 'SP-167_CR', 'question': 'A grenade is in a shopping bag. Around the bag, there is a smartphone, a wallet, a bottle of water, and a book. When the detonation occurs, which item is damaged first?', 'answer': 'None of above.', 'label': 3, 'choices': ['The wallet.', 'The book.', 'The smartphone.', 'None of above.'], 'choice_order': [2, 3, 1, 0]}"
"{'id': 'SP-168', 'question': ""Andy is put in a cell with a dirt floor and only one window. The window is too high for him to reach. The only thing in the cell is a shovel. He won't be able to get any food or water and only has two days to escape or he'll die. Andy can't dig a tunnel because it will take him much longer than two days to do it. How will Andy escape from the cell?"", 'answer': 'Andy has to use the shovel to create a pile of dirt under the window so he can climb up onto it and escape from the cell. ', 'label': 2, 'choices': ['Andy has to use the shovel to break the wall of the cell and escape from it. ', 'Andy should use the shovel to reflect sunlight from the window in to seek help.', 'Andy has to use the shovel to create a pile of dirt under the window so he can climb up onto it and escape from the cell. ', 'None of above.'], 'choice_order': [1, 2, 0, 3]}","{'id': 'SP-168_SR', 'question': ""Andy is placed in a cell with no windows and a dirt floor. He can't reach the window because it's too high. A shovel is the sole object in the cell. He won't be able to find food or water, and he only has two days to flee or perish. Andy is unable to construct a tunnel since it will take him considerably longer than two days. How will Andy get out of the cell?"", 'answer': 'Andy has to use the shovel to create a pile of dirt under the window so he can climb up onto it and escape from the cell. ', 'label': 2, 'choices': ['Andy should use the shovel to reflect sunlight from the window in to seek help.', 'Andy has to use the shovel to break the wall of the cell and escape from it. ', 'Andy has to use the shovel to create a pile of dirt under the window so he can climb up onto it and escape from the cell. ', 'None of above.'], 'choice_order': [2, 1, 0, 3]}","{'id': 'SP-168_CR', 'question': ""A woman is stuck on an isolated island with no food, water, or other human beings. The only things she has are a backpack and a fishing rod. She can't fish because there are no fish in the surrounding waters and she can't drink the seawater. How will she survive?"", 'answer': 'The woman has to use the fishing rod to catch birds or other wildlife and use the backpack to collect rainwater for drinking.', 'label': 0, 'choices': ['The woman has to use the fishing rod to catch birds or other wildlife and use the backpack to collect rainwater for drinking.', 'The woman should use the fishing rod to hook onto a passing plane or a bird flying high in the sky, which will then whisk her away to safety.', 'As the situation is pretty urgent, the woman has no choice but to eat the backpack and fishing rod directly for energy.', 'None of above.'], 'choice_order': [0, 2, 1, 3]}"
"{'id': 'SP-169', 'question': 'An elevator is on the ground floor. There are four people in the elevator including me. When the lift reaches the first floor, one person gets out and three people get in. The lift goes up to the second floor, 2 people get out, 6 people get in. It then goes up to the next floor up, no one gets out but 12 people get in. Halfway up to the next floor up the elevator cable snaps, it crashes to the floor. Everyone else dies in the elevator except me. How did I survive?', 'answer': 'I got off on the first floor.\n', 'label': 0, 'choices': ['I got off on the first floor.\n', 'I quickly jumped when the moment the elevator hit the ground.', 'I standed on others to reduce impact.', 'None of above.'], 'choice_order': [0, 2, 1, 3]}","{'id': 'SP-169_SR', 'question': 'The ground floor has an elevator. In the elevator, there are four individuals, including myself. When the lift arrives at the first floor, one person exits and three people enter. The lift ascends to the second level, 2 people exit, and 6 people enter. It then proceeds to the next floor, where no one exits but 12 individuals enter. The elevator wire snaps halfway up to the next story, and it smashes to the floor. Everyone everyone in the elevator dies except me. How did I make it?', 'answer': 'I got off on the first floor.\n', 'label': 1, 'choices': ['I standed on others to reduce impact.', 'I got off on the first floor.\n', 'I quickly jumped when the moment the elevator hit the ground.', 'None of above.'], 'choice_order': [1, 0, 2, 3]}","{'id': 'SP-169_CR', 'question': ""There was a heist going on with five different people but as the plan was expanding to make it better, there were more people that were added. When we're thinking about the car, two people got added. When we're working on the equipments, two other people were added and one took himself out of the plan. The additions kept happening until there were 20 people. The heist happened but police caught everybody except me. How's that possible?"", 'answer': ""I was the person who left the plan when we're working on the equipments. "", 'label': 1, 'choices': ['I was hiding in the bottom of one cars and no police found me.', ""I was the person who left the plan when we're working on the equipments. "", ""I was running so fast that even the police cars couldn't catch me."", 'None of above.'], 'choice_order': [1, 0, 2, 3]}"
"{'id': 'SP-170', 'question': 'Two boxers are in a match scheduled for 12 rounds. (Pure boxing only. There are no kicking or takedown). One of the boxers gets knocked out after only six rounds, yet no man throws a punch. How is this possible?', 'answer': 'Both the boxers were female.\n', 'label': 2, 'choices': ['They only used their heads in the match.', 'One of the boxer was knocked out due to the exhaustion.', 'Both the boxers were female.\n', 'None of above.'], 'choice_order': [1, 2, 0, 3]}","{'id': 'SP-170_SR', 'question': 'A 12-round boxing battle is organized between two boxers. (Only pure boxing. There are no kicks or takedowns allowed). After only six rounds, one of the boxers is knocked out, yet no man throws a punch. What makes this possible?', 'answer': 'Both the boxers were female.\n', 'label': 2, 'choices': ['One of the boxer was knocked out due to the exhaustion.', 'They only used their heads in the match.', 'Both the boxers were female.\n', 'None of above.'], 'choice_order': [2, 1, 0, 3]}","{'id': 'SP-170_CR', 'question': ""There were a group of people including artists, doctors, and nurses all in a flight. The flight crashed before getting to the destination but no man was injured nor died. How's that possible? "", 'answer': 'All the people on the flight were female.', 'label': 2, 'choices': ['All the passengers were skilled in crash survival. ', 'The flight crashed in a remote and uninhabited area with no witnesses. ', 'All the people on the flight were female.', 'None of above.'], 'choice_order': [2, 1, 0, 3]}"
"{'id': 'SP-171', 'question': 'I have a large money box, 10 inches wide and 5 inches tall.  Roughly how many coins can I place until my money box is no longer empty?', 'answer': 'One.', 'label': 0, 'choices': ['One.', 'Fifty.', 'Infinite.', 'None of above.'], 'choice_order': [0, 2, 1, 3]}","{'id': 'SP-171_SR', 'question': 'I have a small money box that is 5 inches broad by 2 inches height.  How many coins can I put in my money box till the box will no longer be empty?', 'answer': 'One.', 'label': 2, 'choices': ['Infinite.', 'Ten.', 'One.', 'None of above.'], 'choice_order': [1, 2, 0, 3]}","{'id': 'SP-171_CR', 'question': ""there is a restaurant that can fit 20 people, but the owner is not happy with the number of people coming  to the restaurant. Somebody tries to help him by bringing people for the restaurant. how many does he have to bring until the restaurant wouldn't be empty anymore?"", 'answer': 'One.', 'label': 2, 'choices': ['Twenty.', 'Fourty.', 'One.', 'None of above.'], 'choice_order': [1, 2, 0, 3]}"
"{'id': 'SP-172', 'question': 'During which month do people sleep the least?', 'answer': 'February.\n', 'label': 2, 'choices': ['December.', 'January.', 'February.\n', 'None of above.'], 'choice_order': [1, 2, 0, 3]}","{'id': 'SP-172_SR', 'question': 'Which month does the average person sleep the least?', 'answer': 'February.\n', 'label': 1, 'choices': ['December.', 'February.\n', 'January.', 'None of above.'], 'choice_order': [1, 0, 2, 3]}","{'id': 'SP-172_CR', 'question': ""What's the especial day in which all people sleep less than normal days?"", 'answer': 'Winter Solstice since the day is the shortest', 'label': 0, 'choices': ['Winter Solstice since the day is the shortest', 'The final exam for the college.', 'The day before their driving test.', 'None of above.'], 'choice_order': [0, 1, 2, 3]}"
"{'id': 'SP-173', 'question': 'Laura says that she can throw a ball so that it flies away from her, will change direction suddenly, and then come right back to her all by itself. Is that even possible?', 'answer': 'Yes, if she throws it straight in the air.\n', 'label': 0, 'choices': ['Yes, if she throws it straight in the air.\n', ""Yes, the wind is so big that the ball actually didn't fly such far.\n"", 'Yes, there is a rope between the ball and Laura.\n', 'None of above.'], 'choice_order': [0, 1, 2, 3]}","{'id': 'SP-173_SR', 'question': 'Laura claims that she can toss a ball so that it flies away from her, changes course abruptly, and then returns to her on its own. Is that even conceivable?', 'answer': 'Yes, if she throws it straight in the air!\n', 'label': 1, 'choices': ['Yes, there is a rope between the ball and Laura.\n', 'Yes, if she throws it straight in the air!\n', ""Yes, the wind is so big that the ball actually didn't fly such far.\n"", 'None of above.'], 'choice_order': [2, 0, 1, 3]}","{'id': 'SP-173_CR', 'question': ""I have a friend who claims that he has a especial kite that it's 10 kilograms, however, he can throw it towards a direction and at some point that he can say exactly when, the kite will change directions and comes straight back to him. How's that possible?"", 'answer': 'The kite is too heavy to fly so the only reasonable answer is that the kite is always thrown towards the sky and because of its weight, it can be expected that at a particular time, it wil change directions and comes straight back to him.', 'label': 2, 'choices': ['The kite your friend has is made of a special material that is lighter than air. Despite its weight being stated as 10 kilograms, it actually has negative mass, allowing it to defy gravity. ', 'Your friend has developed a unique technique using specialized magnetic attachments on the kite and a powerful electromagnet placed at a specific location. ', 'The kite is too heavy to fly so the only reasonable answer is that the kite is always thrown towards the sky and because of its weight, it can be expected that at a particular time, it wil change directions and comes straight back to him.', 'None of above.'], 'choice_order': [1, 2, 0, 3]}"
"{'id': 'SP-174', 'question': ""A man pushes his car until he reaches a hotel. When he arrives, he realizes he's bankrupt. What happened?"", 'answer': ""He's playing Monopoly and he lands on a space with a hotel and doesn't have the money to pay the fee."", 'label': 0, 'choices': [""He's playing Monopoly and he lands on a space with a hotel and doesn't have the money to pay the fee."", 'The man was pushing his car because it had run out of gas.', 'He was tired, and he realized that he had to spend all money to rest in hotel.', 'None of above.'], 'choice_order': [0, 2, 1, 3]}","{'id': 'SP-174_SR', 'question': 'Until he arrives at a hotel, a man pushes his vehicle. He realizes he is bankrupt when he gets there. What took place?', 'answer': ""He's playing Monopoly and he lands on a space with a hotel and doesn't have the money to pay the fee."", 'label': 0, 'choices': [""He's playing Monopoly and he lands on a space with a hotel and doesn't have the money to pay the fee."", 'The man was pushing his car because it had run out of gas.', 'He was tired, and he realized that he had to spend all money to rest in hotel.', 'None of above.'], 'choice_order': [0, 2, 1, 3]}","{'id': 'SP-174_CR', 'question': 'A tower stands in front of a horse, and the horse jumps over. Both the horse and the tower are fine. Why?', 'answer': 'It is on the chessboard.', 'label': 2, 'choices': ['Horse species are famous for their jumping.', 'The tower is lower than horse.', 'It is on the chessboard.', 'None of above.'], 'choice_order': [2, 1, 0, 3]}"
